ID,video,vs,subs,text
2173,sadness,fear,fear,Ik ben zo bang dat ze nooit meer iemand zal vertrouwen.
1346,neutrality,neutrality,neutrality,Hij moet 't toch aan iemand kwijt?
60,sadness,fear,disgust,"Alles wat ik over hem verteld heb, is waar. Ik was doodsbang voor die man."
7954,sadness,neutrality,happiness,Zodat we over 'n paar jaar fijne herinneringen hebben.
3607,sadness,anger,anger,"Ja. Degene die we hadden geregeld, heeft afgebeld."
2944,surprise,happiness,happiness,Gisteren dachten we dat je niet naar huis mocht… en nu lig je hier als een koning.
3166,sadness,sadness,fear,Als Thijs niet op tijd opknapt...
3310,neutrality,surprise,fear,Ik wist niet dat hij ziek was.
178,surprise,happiness,surprise,Waar komt dit allemaal vandaan? Je bent toch niet zwanger?
93,sadness,anger,disgust,"Hoor je nou wat je zegt, dit kun je toch niet menen?"
306,happiness,happiness,happiness,"Romantisch, toch? We willen het graag hier doen."
1149,neutrality,fear,fear,"Lieverd, er is iets dat je moet weten."
275,surprise,sadness,sadness,"Vanaf we verliefd werden, heeft ze alles geprobeerd om los te komen..."
3203,surprise,surprise,surprise,Hadden wij iets afgesproken?
2801,sadness,fear,neutrality,Wat zei de arts?
3554,sadness,sadness,fear,Ik vind het gewoon zo heftig allemaal.
2751,neutrality,happiness,sadness,Ik ben in elk geval blij dat je nog met me wilt praten.
654,anger,anger,sadness,Maar mama... ze behandelt me nog steeds als een klein kind. Ze denkt nog steeds dat ze m'n leven kan bepalen.
4725,sadness,sadness,disgust,Ik wil gewoon rust.
1063,sadness,sadness,neutrality,"Aan het begin niet, uiteindelijk wel."
8297,anger,disgust,neutrality,Sam praatte d'r mond voorbij over die kus. Hij heeft er niks over gezegd.
4502,sadness,sadness,sadness,Ik vind 't zo erg wat ik je heb aangedaan.
328,happiness,happiness,fear,Waarom heb ik het gevoel dat er iets aan de hand is?
7805,fear,fear,surprise,Waar kan hij naartoe gaan? Zo ver mogelijk weg.
3065,disgust,sadness,sadness,Ik had geen keuze.
4462,anger,anger,anger,Wist hij 't allang en heeft hij mij heel bewust besmet.
781,surprise,neutrality,neutrality,Wat is goed? Ik ben met 'r getrouwd geweest.
3562,sadness,neutrality,sadness,"Positief. Dus ik heb het van hem, dat kan niet anders."
201,neutrality,disgust,fear,Ik moest in opdracht van Maddy voor jou werken. Ik heb vanaf het begin af aan tegen je gelogen.
3263,surprise,happiness,happiness,Goed.
3906,surprise,neutrality,happiness,Het is juist heel goed dat Olivier dit doet.
254,surprise,happiness,happiness,Hee lievie.
408,surprise,surprise,neutrality,Goed idee.
4423,fear,neutrality,neutrality,Dat is een kwestie van vertrouwen.
1045,anger,anger,fear,We kunnen er niet onderuit. We moeten zeggen dat ie niet haar vader is.
6908,disgust,anger,anger,Negen uur had ik gezegd.
3881,neutrality,neutrality,neutrality,"Ja. Als Olivier zover is, waarschuwt hij zijn huisarts..."
811,fear,sadness,sadness,Als dat het nou moeilijker maakt? En heftiger?
2735,happiness,happiness,happiness,"Flatteus, dat moet ik zeggen."
2690,anger,fear,anger,Anton mag hier iets van horen.
5006,anger,anger,surprise,Waarom heb ik 't gevoel dat je niet enthousiast bent? Je mag 50.000 euro uitgeven. Wie wordt daar nou niet blij van?
4384,neutrality,neutrality,anger,Hij claimt dat hij Sanders misbruikt heeft voor z'n witwaspraktijken.
12,sadness,sadness,neutrality,Het heeft met Ludo te maken.
3861,surprise,surprise,surprise,"Sorry, dat probeert u toch te zeggen?"
3528,fear,neutrality,neutrality,"Vergeten te halen, kan je alsjeblieft naar de winkel?"
3615,happiness,surprise,sadness,Heb je eigenlijk wel zin in vanavond?
563,sadness,fear,neutrality,Maar als je bent getrouwd maakt dat het allemaal veel moeilijker. Denk alleen aan al die praktische dingen die je moet afhandelen.
2245,sadness,neutrality,neutrality,Sjoerd... Hoe is het nu met Aysen en Teddy?
4348,neutrality,neutrality,neutrality,Hij begint te vermijden om in 't openbaar te verschijnen.
748,surprise,happiness,neutrality,Hoe is het gegaan met je exen?
7854,surprise,happiness,happiness,Tuurlijk. Graag zelfs.
7417,sadness,neutrality,neutrality,Waarom vertel je Nina ook niet over jou en Noud?
3594,neutrality,neutrality,neutrality,Ik neem het aan.
587,anger,sadness,sadness,Ik heb me 'n tijdje 'n waardeloze vader gevoeld toen ik vastzat. Dat is niet te vergelijken met jouw situatie nu.
3476,sadness,sadness,disgust,"Man, wat kut voor je."
3623,surprise,neutrality,happiness,Plaats een oproep op Kwebbelkous. Vraag rond bij je vrienden. Zit je al op Smoelaria?
2754,surprise,neutrality,sadness,Een abortus gehad. Ja.
1360,fear,anger,anger,Ik ben 't er niet mee eens.
2803,fear,sadness,neutrality,Wat is de inschatting?
3250,fear,happiness,happiness,Fijn dat Olivier in ieder geval weer thuis is.
5594,anger,neutrality,neutrality,Kan ik nog iets voor iemand meenemen?
979,surprise,surprise,surprise,Dus je weet het al een tijdje.
6645,fear,neutrality,disgust,Dat is de meest logische stap als ze hem wil ruineren.
800,disgust,anger,disgust,Als mensen onveilige seks hebben is 't hun eigen verantwoordelijkheid... om zich eens in de zoveel tijd te testen?
3672,anger,neutrality,neutrality,"Er zijn steeds verrassingen, zoals nu mijn priverekeningen. Het is niet de het is Maddy."
2685,anger,anger,anger,Kan dit 'n andere keer? Dit is niet het moment om onze vrijpartij te evalueren.
1777,fear,anger,surprise,Wat doe jij hier?
3206,surprise,fear,neutrality,"Ik heb om half 1 de afspraak, ik vind 't heel fijn als je meegaat."
3747,happiness,happiness,happiness,"Goed, heel goed. Heel erg goed, we zijn nog alle twee verliefd."
227,happiness,happiness,happiness,"Pap, alles zit er voor je in."
2437,happiness,happiness,happiness,Heb ik je al gezegd dat je er beeldschoon uit ziet?
4038,disgust,happiness,sadness,Dat je ons weer een kans geeft. Ik snap heus wel dat 't niet meteen goed is...
2995,anger,anger,disgust,Hoe moeilijk is 't om uit te rekenen hoelang je zwanger bent? ik weet ook niet waar 't fout is gegaan. '
3479,surprise,anger,anger,Die artsen hier hebben geen idee waar ze het over hebben. Ik heb helemaal geen hiv.
342,happiness,happiness,happiness,"Ze maakt me gelukkig. We kunnen nu een nieuwe start maken, een eerlijke."
1611,surprise,surprise,neutrality,"Sorry, Dat brengt ongeluk."
4437,surprise,surprise,neutrality,Maar wie is dat dan? Ken je die man?
2758,fear,sadness,happiness,Ik hou zo ontzettend veel van je.
1427,disgust,neutrality,neutrality,Zo snel mogelijk.
4278,disgust,sadness,fear,Sorry. Ik ben de tijd helemaal vergeten. Ik ben die vlog vergeten.
1019,happiness,happiness,surprise,Is dit wat ik denk dat het is?
2477,anger,happiness,happiness,Wat staan jullie daar nou? Is toch goed nieuws?
1120,sadness,sadness,neutrality,Omdat het misschien lunchtijd is?
279,anger,anger,anger,"Ze werd gedwongen, afgeperst."
2640,sadness,sadness,anger,"Na alles wat we ervoor gedaan hebben. En waarom, Aysen?"
3374,disgust,neutrality,neutrality,Ze komt er echt wel op terug. Er is 'n hoop gebeurd...
1528,happiness,happiness,neutrality,Ze zijn gaan poolen. Top.
3245,anger,anger,sadness,"Ik hou van papa, maar ik moest dit doen. Van mezelf en van niemand anders."
1592,neutrality,neutrality,fear,"Ja, ze weten dat ze weg is, maar hebben geen aanknopingspunt."
1061,sadness,sadness,neutrality,In het zelfde huis als Amy en Sil.
4432,disgust,fear,neutrality,Zij betaalt hem toch? Volg het geld.
2919,surprise,disgust,disgust,Je hebt niet eens aangevoeld dat Teddy je dochter niet is.
2631,surprise,anger,anger,Waarom neem je je telefoon niet op?
4239,sadness,neutrality,neutrality,"Sam, ik heb erover nagedacht. En als jullie me dit toevertrouwen dan... ok."
1577,sadness,disgust,sadness,Is er een manier om onze band weer op te bouwen?
2519,disgust,sadness,neutrality,Het is al gebeurd.
2559,disgust,disgust,neutrality,"Je hebt genoeg kinderen, Bram, Teddy..."
3396,happiness,happiness,neutrality,Dat dacht ik al.
1549,sadness,sadness,anger,"of wat ik bedoel te zeggen is dat... Ik kan er niks aan doen... maar het is nou eenmaal zo, dus ik moet er wat mee. Of jij moet er wat mee. Sorry, jezus."
7594,surprise,surprise,neutrality,Wat ga je doen?
3059,sadness,sadness,neutrality,"De was gelukt, maar Aysen heeft 't kindje weg laten halen."
900,surprise,neutrality,neutrality,Jij?
1428,disgust,fear,neutrality,"Ik ben net zwanger, dus misschien kan die overtijdbehandeling nog."
4176,neutrality,fear,neutrality,Job wil weten hoe het is gegaan. En Rozemarijn en de buurvrouw.
8288,fear,disgust,disgust,"Nou, hij zoende mij. Ik duwde hem meteen van me af. Dat gebeurde in 'n fractie van 'n seconde, en dat staat op de foto."
1529,disgust,happiness,happiness,"Wel super dat we ze effe mee mochten nemen, he?"
1641,disgust,neutrality,happiness,"Nee, integendeel. Ik zie jou en Nina heel graag samen."
3379,fear,fear,neutrality,Dat ze mij niet meer wil zien... als ik haar niet haar eigen keuzes laat maken.
4832,disgust,happiness,neutrality,"Zomaar, ik... Ik wou even zien hoe je woont."
3710,sadness,happiness,happiness,Ik hou van je.
2829,happiness,neutrality,neutrality,Hoe groot de problemen ook zijn tussen Bing en mij... ik ben blij dat jullie je verzoend hebben.
3509,anger,anger,anger,Dan los je het ook maar weer op.
1101,neutrality,neutrality,neutrality,Het bloed afnemen is nog even uitgesteld. Maar hij dringt nu aan op een screening.
3253,surprise,neutrality,neutrality,"Nee, die kunnen we natuurlijk niet alleen laten."
3219,disgust,anger,anger,"daar moet ik het mee doen? Nee, nee, helemaal duidelijk. Bedankt. De golfclub dreigt me te royeren. Omdat de contributie niet kon worden afgeschreven."
4505,sadness,sadness,neutrality,"Gewoon, stap tegelijk."
1594,anger,neutrality,neutrality,Wat kan jij doen?
4860,sadness,disgust,neutrality,Ik moet m'n pillen op 'n vast tijdstip innemen.
1808,surprise,happiness,neutrality,"Ik ben Janine, de moeder van Lucas, maar dat had je al door."
6388,anger,disgust,surprise,Wat zoek je in m'n spullen?
4000,sadness,sadness,happiness,Ik hou van je.
4034,happiness,happiness,anger,Zal ik de bloemen maar uit de vuilnisbak halen?
4457,fear,sadness,disgust,Het is niet niks om te horen dat je hiv hebt.
981,fear,anger,neutrality,En jij wist het ook al die tijd.
3266,surprise,happiness,sadness,"Och, het was leuk zolang het duurde. En we gaan goed met elkaar om."
294,anger,sadness,neutrality,Heb alles gewist na 't laatste gesprek.
3915,neutrality,fear,neutrality,Vertel eens over dat sterven.
3663,happiness,happiness,happiness,Heb een geweldige avond.
1344,disgust,anger,anger,"Nee. Ik heb al genoeg verpest. Jullie gaan gewoon trouwen, punt."
817,fear,happiness,neutrality,"De ringen, het ja- woord, over de drempel gedragen worden."
7144,happiness,happiness,neutrality,Postzegel.
2861,disgust,anger,anger,Doe niet alsof ik een klein kind ben.
2891,sadness,neutrality,sadness,Je kunt toch niet zomaar breken met je vader? Daar moet je goed over nadenken.
3275,anger,neutrality,neutrality,Als vlogger ben je 'n publiek figuur.
2778,disgust,anger,anger,Ga weg.
6031,disgust,neutrality,neutrality,Ik wil me even excuseren voor daarnet.
277,anger,neutrality,neutrality,We hebben alles uitgebreid besproken en ik begreep waarom ze zo deed.
1572,anger,sadness,sadness,onze ruzie. Hoe ik het anders had moeten doen. Had ik m'n mond moeten houden en jou laten trouwen... terwijl ik dacht dat je een fout maakte?
2989,disgust,anger,surprise,Ik wilde alleen afscheid nemen van Teddy. Hij sloeg mij.
2672,neutrality,neutrality,neutrality,Dat is duidelijk.
881,disgust,fear,fear,Malena is ontvoerd uit het ziekenhuis.
4178,anger,fear,fear,Ik ben doodsbang dat Teddy 't niet haalt. Als ze 't wel haalt raak ik haar misschien ook kwijt.
3865,neutrality,neutrality,neutrality,Ik laat alle voorbereidingen treffen.
2996,anger,anger,fear,Ik deed 't niet expres.
1010,neutrality,neutrality,happiness,"Ook lekker, als je ervan houdt. Ays, ik heb een saucijzenbroodje voor je meegenomen."
2556,anger,anger,anger,Je had het tegen mij moeten zeggen.
722,happiness,neutrality,anger,Jawel. Je zorgt er maar voor.
1295,surprise,neutrality,neutrality,Je moet 't wel tegen Sjoerd zeggen.
4469,sadness,disgust,surprise,"Is dat niet strafbaar, om iemand opzettelijk te besmetten?"
783,surprise,anger,anger,"Jij hebt een loyaliteitsprobleem, niet ik."
5380,happiness,happiness,surprise,Wie had dat een week geleden gedacht?
3911,surprise,neutrality,neutrality,Dat is wel wat ik wil.
4726,disgust,anger,neutrality,Ik ook.
3857,fear,neutrality,neutrality,Ik ben verplicht u op de risico's te wijzen.
185,anger,fear,surprise,Twee weken? Dat red ik nooit.
3959,anger,sadness,anger,Als ik nog keer 'ik wil je terug' zeg… slaat ze die woorden zo terug mijn bek in.
1667,fear,disgust,neutrality,Het is traditie.
1757,sadness,neutrality,neutrality,Als je liever hier blijft... Veel succes met m'n opvolger.
6923,disgust,anger,anger,En met hun ga je 'n feestje bouwen en mij laat je zitten?
5647,disgust,anger,anger,Ik ben net geopereerd. Ik heb 'n hartstilstand gehad. Hier heb ik geen zin in. Ik ben blij dat ik nog leef.
2896,surprise,anger,neutrality,Dit is geen bevlieging.
1308,surprise,sadness,surprise,Jij wist dit?
1504,surprise,neutrality,neutrality,Je moet het hem toch vertellen.
3373,fear,sadness,sadness,Nina wil me niet meer zien.
3252,surprise,neutrality,neutrality,Ehm... Vanwege Sam en Olivier bedoel ik.
1334,anger,disgust,sadness,Aysen heeft het uitgemaakt.
367,surprise,anger,disgust,Geen grap? Nee! Waarom in godsnaam?
296,fear,disgust,disgust,Ehm... Ze heeft gif in mijn infuus gespoten. Ze houdt van controle.
3204,surprise,fear,fear,Ik moet straks naar het ziekenhuis voor die test en ik wil niet alleen.
1384,sadness,sadness,neutrality,Pap.
2624,disgust,neutrality,neutrality,Ga jij naar je vader. Ik wil alleen met 'r zijn.
364,disgust,surprise,surprise,Waarom eet je je verlovingsring op?
3433,surprise,neutrality,happiness,"Hee, Job hier. Met weer een ander filmpje dan jullie gewend zijn."
89,surprise,disgust,neutrality,"We praten er zo verder over, Anna."
3028,disgust,happiness,neutrality,Een grote klant?
120,fear,fear,surprise,Hou je niet meer van me?
2953,surprise,surprise,neutrality,Maar verder dan 't park hier ga ik 't niet meer redden.
117,surprise,sadness,anger,Nu blijkt dat je me al maanden verraadt. Het heeft me mijn relatie met m'n broer gekost en m'n baan.
3985,disgust,happiness,surprise,"Waarom zouden we huwelijken vieren, geboortes en niet het sterven?"
3602,happiness,happiness,neutrality,Anna is een soort van mijn stiefnichtje.
2269,surprise,surprise,neutrality,dat er een relatie bestaat in de eerste graad. bent de biologische vader van Teddy Kramer. '
1875,anger,anger,disgust,Jij bent echt compleet gestoord.
2100,disgust,neutrality,surprise,"En wat ons betreft... wij weten wat we aan elkaar hebben, toch?"
3976,disgust,anger,anger,"Als hij zo nodig wil boeten, laat hem."
5907,surprise,happiness,happiness,En ik heb 'n goed voorstel wat zowel voor jou als voor mij heel interessant kan zijn.
316,disgust,disgust,neutrality,We willen 't zo snel mogelijk gehad hebben.
1042,anger,fear,surprise,Is er iets met Teddy?
3850,surprise,neutrality,sadness,Het is niet ondenkbaar dat hij de operatie niet overleeft.
290,surprise,surprise,surprise,Pardon?
3336,disgust,neutrality,neutrality,Alsofjij vies bent van een beetje aandacht.
414,disgust,anger,disgust,"vader kun je om je vinger winden en manipuleren, maar mij niet..."
4270,surprise,neutrality,surprise,Maar ze kregen iets beters.
3136,surprise,fear,fear,Zijn toestand is op dit moment dermate slecht dat... opereren te risicovol is. Alles hangt nu af van z'n herstel.
119,disgust,sadness,fear,Ik denk dat dit het einde is.
3670,disgust,fear,disgust,Ik weet niet wie hierachter zit... maar hij of zij heeft er heel goed over nagedacht.
2676,anger,sadness,neutrality,Zover is het nog niet.
4380,surprise,anger,neutrality,Luister nou even.
1890,fear,sadness,sadness,"Laat alsjeblieft iets liefs achter, hier beneden in de comments. Voor Job, maar vooral voor Teddy."
2752,disgust,sadness,anger,Praten... Wat lost het op?
2888,anger,anger,disgust,Over de opening gesproken: ik wil ook niet dat je komt.
3221,anger,anger,anger,Daar gaat het niet om. Zo ga je toch niet om met trouwe leden?
1510,surprise,neutrality,neutrality,Je bent goed op de hoogte.
1637,anger,anger,sadness,Je kunt niet van mij verwachten dat ik je zomaar vergeef. Dat uitgerekend jij...
3559,surprise,neutrality,neutrality,Heeft Kasper zich laten testen?
6561,surprise,anger,neutrality,Wat is je vraag?
1789,happiness,neutrality,surprise,Wil je niet horen wat ik te zeggen heb?
1056,disgust,anger,sadness,Je bent mijn broertje. Er overkomt je iets verschrikkelijks.. en je vertelt helemaal niks.
4238,sadness,neutrality,neutrality,Anton.
1715,happiness,happiness,neutrality,Dan moet je misschien wat uittrekken.
1412,surprise,anger,neutrality,Ik wil weten wat jij gaat doen.
1697,anger,anger,fear,Je neemt een andere identiteit aan… en je vlucht.
196,disgust,neutrality,fear,"Je durft niks te zeggen, dat snap ik wel. Maar ik kan je helpen, Malena. Ik kan je tegen haar beschermen."
4146,disgust,neutrality,neutrality,Ik heb als arts een eed afgelegd om mensenlevens te redden.
4308,anger,anger,disgust,Wat is dit? Zoeken jullie 'n zondebok?
4089,surprise,neutrality,fear,Heb je de huisarts al ingelicht?
292,fear,disgust,surprise,Heb je haar ingehuurd om je man te vermoorden?
3722,anger,anger,disgust,Ik heb die vieze ziekte van jou niet. Laat me met rust.
2393,fear,neutrality,neutrality,Je hoeft dit niet te doen.
268,surprise,fear,neutrality,Denk nou alsjeblieft met me mee. Misschien zie je iets over het hoofd.
3385,surprise,anger,neutrality,En jij dan? Jij houdt je bezig met je golfclub en met je auto's en zo.
3078,happiness,happiness,neutrality,"Kom, ik help je."
7495,disgust,neutrality,fear,Daarom juist. Je moet er gewoon een eind aan maken.
2913,surprise,neutrality,neutrality,Ik ga wel met Bing praten. Ze wil dit niet.
2172,sadness,neutrality,neutrality,Jullie band is heel sterk.
8014,surprise,neutrality,neutrality,Volgens Nina kunnen we Maxime vertrouwen.
742,sadness,anger,disgust,Je hoort het ook te weten. Malena heeft de hele familie voorgelogen.
2678,surprise,fear,neutrality,Weet ie dat ik weg ben gegaan?
370,happiness,happiness,neutrality,Dan zet ik weduwe worden op mijn bucketlist.
526,surprise,neutrality,neutrality,"Sportongelukje, kickboksen. Maar ik ben hier voor jou."
2004,surprise,neutrality,neutrality,Als je 't maar op tijd aangeeft. Stoerdoenerij is niet nodig.
3868,neutrality,surprise,neutrality,"Dank je wel, het is echt een enorm..."
1028,fear,neutrality,surprise,"Als dit niet raak is, weet ik het ook niet meer."
4049,neutrality,neutrality,neutrality,Hoe voel je je?
387,fear,surprise,surprise,"Wat? ok, tot zo."
1924,disgust,sadness,fear,Dan moeten ze het weten.
7505,disgust,sadness,neutrality,Ik kon me niet inhouden.
274,anger,anger,neutrality,Dus je was niet meer dan een dekmantel?
7965,happiness,happiness,neutrality,"Voorlopig niet, nee. Het bevalt me prima."
2882,fear,neutrality,happiness,"Meneer Meagle, hai. Zou u zo vriendelijk willen zijn... om me zo snel mogelijk terug te bellen?"
6845,surprise,neutrality,neutrality,Kimberly is een nichtje en Noud is een van m'n beste vrienden.
2644,anger,anger,neutrality,Jij denkt dat het makkelijk was. Heb je enig idee hoe erg het was om al die tijd...
101,disgust,anger,disgust,En toen zijn die op onze naam gezet... en daardoor zit ik nu in de shit met Ludo. Deed je dat helemaal niks? Dat doe je me gewoon aan?
1336,sadness,sadness,neutrality,Weet je wat 't erge is? Ik begrijp haar volledig.
3088,surprise,happiness,surprise,"Het gaat niet lang meer duren, dat weet je toch?"
79,anger,disgust,surprise,Begrijp je nou wat je van me vraagt? Een vriendendienst.
3844,fear,neutrality,neutrality,"Nou, de vader blijkt een goede match te zijn."
56,fear,fear,neutrality,Maddy. Die zit overal achter. MaddyEverest.
1335,disgust,disgust,disgust,"Ach, godsamme, jongen."
5813,anger,neutrality,neutrality,"Ik zal bewijzen dat ik je vertrouwen waard ben, 100 procent."
7979,disgust,neutrality,sadness,Nee. Ze hebben het gewoon geen kans meer willen geven.
49,anger,neutrality,neutrality,Kun jij haar bijbrengen?
3957,sadness,neutrality,neutrality,Kan ik gelijk vragen hoe het met Aysen is.
6013,anger,anger,anger,"Ze heeft niks aan jou, nooit gehad ook. Was lekker in Canada gebleven."
4216,surprise,neutrality,neutrality,"Hallo, ik ben Noud en ik... doe een gastoptreden voor vandaag. En wat we gaan maken is... iets groens."
2101,disgust,happiness,happiness,Het kan maar beter duidelijk zijn. Jij hebt gewonnen. Proost.
14,fear,fear,disgust,Je weet dat iemand hem kapot probeert te maken.
6418,sadness,neutrality,neutrality,Maar ze heeft geen geld om daar te wonen.
1009,disgust,neutrality,neutrality,Straks misschien. Ik neem eerst even een broodje kaas.
5597,surprise,happiness,happiness,Een berg kusjes en knuffels van haar voor mij.
4280,disgust,sadness,sadness,Het is echt heel stom van me.
592,sadness,sadness,sadness,Hij heeft het lastiger dan ik. Dat we weer bij papa moeten aankloppen. Maar het allerbelangrijkste is dat Teddy beter wordt. Als de artsen ooit kunnen vinden wat ze heeft.
376,happiness,happiness,happiness,"Heel zeker? Ja! Ja, ik wil. Natuurlijk wil ik."
2042,happiness,happiness,neutrality,"Het kan van alles zijn. Een frisje, water, wodka maar ook rum."
1936,disgust,fear,neutrality,Nee. Dit is zo groot. Misschien heeft Maddy je wel expres laten gaan.
6888,surprise,neutrality,neutrality,Gaat het?
2562,sadness,neutrality,neutrality,Hij is toch de vader.
6625,disgust,neutrality,anger,"Ja, dat vind ik heel erg voor je. Maar om mij nou de schuld te geven."
1858,disgust,disgust,neutrality,"Nou, dat is duidelijk. Je plannetje is mislukt."
1762,fear,fear,fear,Maddy wil me dood hebben.
3045,happiness,happiness,neutrality,En die champagne komt nog wel.
7686,happiness,happiness,surprise,"Niet te gewoontjes, toch?"
2399,anger,anger,disgust,Sjoerd had niet vreemd moeten gaan.
406,happiness,happiness,neutrality,Nee.
1158,sadness,sadness,neutrality,Ik ben de vader.
1066,anger,anger,sadness,Ik dacht dat we iets bijzonders hadden. Kennelijk beteken ik niks voor jou.
2373,happiness,happiness,happiness,Ik hou van jou.
4368,sadness,neutrality,surprise,De aandelen zijn bevroren.
4458,anger,surprise,surprise,"He, wat… Je zat hem zonet nog uit te schelden."
3183,sadness,sadness,neutrality,Ik had het je willen vertellen.
255,anger,neutrality,surprise,Je hebt 'r dus wel ontmoet? Beschrijf haar. Eh...
4732,sadness,sadness,neutrality,Doe wat je moet doen.
1250,sadness,sadness,neutrality,Die is nu bij haar.
2033,anger,happiness,neutrality,We gaan zo weg.
3315,anger,anger,anger,"Nee, het is bloedirritant. Als ik 'm nog keer tegenkom..."
1932,fear,neutrality,surprise,Hoe ben je ontkomen?
1098,sadness,sadness,neutrality,Ik vraag of Aysen hierheen komt.
3377,anger,neutrality,happiness,Jij hebt alles onder controle!
1316,anger,fear,anger,Geen politie. Je maakt alles alleen maar erger.
2584,sadness,sadness,fear,Misschien had ik met Rover mee moeten gaan.
142,fear,fear,neutrality,Ik moet er op de een of andere manier achter zien te komen. Maar eerst moet Ludo weten dat jij en Bing onschuldig zijn.
3274,anger,anger,anger,"De enige van wie ik steun wil, ben jij. Die volgers kunnen me geen zak schelen."
607,anger,anger,anger,Je slaat door.
6617,happiness,surprise,neutrality,"schat, dat was m'n accountant."
86,anger,neutrality,neutrality,"Sorry, heel even. Ik heb een artiestenbureau aan de lijn."
852,happiness,happiness,neutrality,"Ik heb 'm gebeld, want ik wilde dit niet via de telefoon vertellen. Dus hij komt er zo aan."
1695,fear,fear,fear,"Alsjeblieft, laat me gaan, ik zeg tegen niemand iets. Wat ga je doen?"
3565,anger,anger,sadness,Ik heb gezegd dat ik 't hem niet kwalijk neem... terwijl hij mijn hele leven heeft verpest.
304,happiness,happiness,happiness,Anton en ik gaan over twee weken al trouwen.
3179,surprise,neutrality,surprise,Is dit nog van die asielvlog?
546,neutrality,happiness,neutrality,Het is altijd handig 'n mooi pak te hebben liggen. Wie weet komt het nog van pas op jullie bruiloft.
6006,surprise,surprise,anger,En dat hoor ik nu pas?
3928,sadness,sadness,fear,Ik hoop het.
3713,anger,anger,anger,Jij moet ermee ophouden.
2237,happiness,happiness,happiness,Dat heeft jouw bruid voor je geregeld.
1379,sadness,anger,fear,En daar komt bij: Ik hoop niet dat je van plan bent om 24/7 bij mij in de buurt te zijn.
3033,fear,happiness,happiness,"Ja, dat weet ik ook, maar… Laat ook maar. Ik ben echt heel erg blij voor je."
3335,disgust,anger,disgust,Aandachtshoeren dus.
