;ID;subs;text
636;162;sadness;Nee, ik heb niks met hem te bespreken. Maar met jou daarentegen... Ik ben nog erg moe.
645;2734;disgust;Een luchtje scheppen... en de verpleging bood me aan m'n jurk te wisselen voor dit leenpak.
654;2484;disgust;Ik ben veel fitter dan jij, jonger dan jij.
655;2715;sadness;Thijs wil niks meer met me te maken hebben.
662;312;disgust;Je kunt toch wel iets regelen? We zijn niet zomaar gasten.
678;7460;fear;Misschien heeft ie door dat jij erachter zit.
695;1057;fear;Omdat ik het niet kon. Ik durfde niet. En als ik 't niemand zou vertellen, zou het niet bestaan. Dat is toch... Ja, dom. Ja, dat weet ik wel, maar ik kon niet anders.
696;1752;neutrality;Job Luister, Teddy is ook een soort van mijn nichtje. Ik stel me ook professioneel op.
699;2165;happiness;Morgen ben ik weer 100 procent, schatje.
700;3140;anger;Goed gedaan, man. Als ik geen donor kan zijn, heb je straks Teddy's dood op je geweten.
704;1679;fear;Ik vind het gewoon allemaal retespannend.
706;1779;neutrality;Mijn klant heeft deze zaal geboekt. Laura heeft het net nog gecheckt.
714;4389;disgust;Zie hem nou zitten.
717;4463;anger;Dat lijkt me onzin.
719;809;neutrality;Het is geen bevlieging. Ik weet dat 't gek klinkt dat ik hier m'n hele leven op wacht. Omdat m'n hele leven nog maar achttien jaar is, maar het is wel zo.
729;3936;neutrality;Zelfs dit heb je gedaan voor Teddy. Je hebt de boel opengegooid.
733;2667;anger;Ik heb geen idee. Ga zitten.
741;3786;neutrality;Ook niet goed?
742;896;sadness;Maar hij nam niet op. Dus ik heb z'n voicemail ingesproken. Maar ik denk niet dat ie die afluistert, dus wil ik 'm sms'en... maar ik kan moeilijk schrijven: Youri, hoe gaat het... '
756;879;sadness;Ik ben te laat.
759;6549;fear;Nou ja, niet zomaar. Zeg 't eerlijk. Is er iets met je dochter?
760;262;neutrality;Dat ik voor Nina moest gaan werken. Dat ik de identiteitsbewijzen moest kopieren van Marcus en Bing.
770;456;sadness;Ik denk toch dat we het te snel besloten hebben. Ik wil niet trouwen.
781;1665;fear;Als je de jurk van tevoren ziet brengt dat ongeluk.
785;2848;happiness;Dag, kleintje. Ik kom even dag zeggen.
787;4057;happiness;Ik ben je zo dankbaar. Het komt goed, je wordt snel beter.
794;5781;happiness;Ik heb ook nagedacht. Jij kan jezelf niet veranderen en ik al helemaal niet. Je stort je in dingen zonder na te denken en dat is zo leuk aan je.
796;479;happiness;Ik ben nog nooit ergens zo zeker van geweest.
802;2797;fear;Dat betekent niet dat ik niet wil weten waar ik aan toe ben.
806;2267;fear;uw verzoek tot vergelijking van van u en Teddy Kramer... is er een zekerheidspercentage van 99,99% vastgesteld...
808;1004;fear;Dus late we hopen dat ik geen ben. Want dat is ongunstig. Maar 4% van alle mensen heeft dat.
810;1029;disgust;Het stinkt hier erger dan de grote bazaar in Istanboel.
816;318;sadness;We zijn klaar met dat wachten. Eerst dat gedoe met Bill, is de scheiding erdoor...
823;3842;fear;De immunosuppressivum slaat niet aan.
824;3581;happiness;Jij moet ook door. Ik ben je dankbaar dat je zoveel geduld hebt gehad.
827;3233;happiness;Bing, Ludo is, net als ik, blij dat het goed is tussen jullie.
828;4430;neutrality;Het voordeel is wel: We komen haar op het spoor via hem.
829;2748;surprise;Wat is er met je oog gebeurd?
833;2942;happiness;Maar ik dacht: een weekend naar Zeeland. Rolstoel mee, duw ik je.
867;1614;surprise;Ehm, dit is dus niet de bedoeling.
875;4198;fear;Sorry dat ik 't zeg, maar niemand zit daar op jou te wachten.
890;106;sadness;Dan is het misschien te laat. Jij hebt ooit alles verloren, je huis zelfs.
895;1938;fear;Kijk toch naar jezelf, je bent doodsbang...
900;47;surprise;Ik heb 'r nooit vertrouwd en had dus gelijk. Ik weet niet wat er precies aan de hand is, maar ik moet 'r spreken. Is ze nog buiten bewustzijn? Voor zover ik weet wel.
906;474;fear;Maar daarom moeten we dit juist niet doen.
908;2923;surprise;Anders waren jullie getrouwd, kindjes erbij. Ze mag blij zijn. Hoe minder kinderen jij op de wereld zet, hoe beter.
911;4440;fear;Schat, ik vrees dat het iets gecompliceerder ligt.
912;437;neutrality;Ik dacht dat ze een grapje maakte. Maar ze is bloedserieus.
913;3086;happiness;Om de mooie momenten die we hebben vast te leggen.
918;4164;neutrality;Ik heb 't nog nooit gedaan.
930;256;neutrality;Begin 50,bril, donker haar... Heb je een foto? Nee.
945;345;neutrality;Het is niet verstandig.
948;3502;neutrality;Dj Eagle Meagle.
956;3053;surprise;Ik weet ook niet wat er gebeurde. Ik kreeg kortsluiting.
965;2875;neutrality;En Marcus en Malena?
966;2712;neutrality;Dat spreekt toch voor zich.
982;1841;surprise;Hallo? Met mij. Malena? Liefje, ben je ok?
993;4047;surprise;Daar zijn ze nog mee bezig, maar dat komt vast ook goed?
1018;4160;neutrality;Sam.
1022;18;happiness;Ik hou van jou. Al vanaf het allereerste moment. Ik ben gestopt om jou.
1023;3954;neutrality;Nee, maar hij wil het risico nemen.
1029;3123;happiness;Ja, alles is geregeld. Het wordt echt een topfeest.
1030;1872;neutrality;Begrijp je waarom 't moeilijk was?
1042;330;neutrality;Heb je wat laten vallen?
1064;2319;surprise;Ik snap gewoon echt niet hoe dit kan.
1069;356;surprise;Weet ik 't, dat ik nog gevoelens voor 'm heb of zo.
1071;3577;anger;Dat ik m'n auto's niet meer heb is ding... maar dat zo'n taxi niet op tijd komt net nu ik 'n afspraak heb... met 'n zakenrelatie die me niet in de steek laat.
1077;3796;neutrality;Trek jij dan ook iets uit?
1081;3378;surprise;Wat heeft ze precies gezegd?
1087;3746;happiness;Los van haar financiele middelen, heeft ze veel contacten. Maar goed, genoeg over mij. Hoe is het met jou en je mooie, jonge bruid?
1089;3239;disgust;Jij zei juist dat je niet wilde kiezen.
1093;1812;surprise;Verrast is wel een laconiek woord voor de situatie.
1098;4171;happiness;Daarom juist. Ik zal je echt eeuwig dankbaar blijven.
1099;7543;happiness;Ja, met een hele mooie foto.
1101;2462;sadness;Rustig, m'n dochter ligt voor d'r leven te vechten. Mijn dochter.
1102;1495;happiness;Lieverd, wat geweldig. En precies op tijd ook. Jongens, jullie vermaken je wel even, he?
1109;5513;happiness;Ja. Maar uiteindelijk ziet hij wel in dat dit het beste voor hem is. Voor ons.
1113;1620;happiness;mijn god wat ben je knap als je zo kijkt. Kijk nog eens zo.
1117;774;neutrality;Zullen we anders even naar Boks gaan?
1118;472;disgust;We moeten leuke dingen doen in plaats van 'n bruiloft organiseren.
1120;4365;fear;Nina mag hier niets van weten, he.
1122;2895;fear;Uiteindelijk zijn we familie en ik wil 't niet bagatelliseren, maar... als je m'n problemen met Bing terugbrengt tot de ware proportie… dan kunnen we dit toch oplossen?
1124;2826;happiness;Bing en ik zijn weer bij elkaar.
1125;591;disgust;Ja, dat Thijs ook nog z'n huis heeft moeten verkopen.
1126;542;fear;Jij bent nog wel m'n getuige, toch?
1127;1674;happiness;Luister, ik vind jou zo mooi... en in deze jurk... Schat, wil je alsjeblieft deze jurk aandoen op onze bruiloft.
1128;78;sadness;Via Malena kan ik te weten komen wie m'n bedrijf ondermijnt.
1129;576;sadness;Ik wil gewoon niet dat je nog meer ellende...
1132;3217;anger;Een beetje coulance, dat is alles wat ik vraag. Luister, hoelang speel ik nou bij jullie? Ja, precies. Maar een beetje begrip, ho maar.
1133;230;disgust;Ze... Ze heeft gelogen.
1135;622;sadness;Nou, is misschien maar beter ook. Die jongen gaat binnenkort dood. Dan blijft Sam over met de praktische...
1136;2274;fear;ben de vader, laat me erdoor. Alsjeblieft.
1139;551;happiness;ok. Zeg, nog even over dat pak. Hee, het is wel duidelijk. Die man weet af en toe echt niet van ophouden. Wat op zich lief is...
1140;6247;fear;Heb je je mobiel wel bij je?
1141;4879;happiness;Maar hoezo 'n nieuwe camera? Wacht, hier. Deze is dus echt te gek.
1142;4644;anger;Maar je quote mij.
1143;1054;anger;En halfjaar en je vertelt me helemaal niks.
1144;6882;happiness;Dat kietelt. Sorry.
1145;1077;sadness;Daarom, je moet haar helpen. Ik weet ook niet hoe Thijs gaat reageren. Of eigenlijk wel, maar Teddy is 't allerbelangrijkste. Als zij doodgaat... Ze gaat niet dood.
1146;1553;fear;Kai, de reden waarom ik je belde... is omdat ik je... Terug wil.
1147;8516;happiness;Ja, het is zwaar. Maar gelukkig heb ik veel steun aan jullie. Dank jullie wel. Ik heb ook nog een goed verhaal.
1149;5963;fear;Hee, ze komt vanzelf wel weer terug. Ze is weggerend en niemand weet waar ze is.
1151;7140;happiness;makkie. Makkie.
1152;6092;sadness;Maar hier knapt hij toch ook niet van op?
1154;4096;sadness;Wil jij de euthanasie uitvoeren?
1155;598;neutrality;Ik moet er zelf nog 'n beetje aan wennen. Opschepper. ja?
1156;4731;happiness;Sterker nog: ik denk dat ik respect bij hem zal afdwingen.
1157;7298;sadness;Ik kan dit niet, het gaat toch helemaal niet. En het klopt niet wat je zegt over dat het zo vertrouwd is.
1158;3289;sadness;Om een succes te maken van onze vlog. Als ik terugkom uit De Koning... is die vlog over Teddy offline. Nou ja, ik weet het al een tijdje.
1159;1604;happiness;Denk je dat Olivier zo met mij wil trouwen? Ik weet het wel zeker, je bent prachtig. Niet huilen, mam. Ik zou niet durven. En nou niet beginnen over dat kleine meisjes groot worden...
1162;585;happiness;Dat is niet waar. Maar ga effe zitten. Even pauze, lekker eten, jongen, kom op.
1163;2789;happiness;Niet vergeten dat we nog op huwelijksreis gaan. Samen een paar daagjes naar Londen.
1164;6350;happiness;Nou, er is niks in huis. Ik laat wel even wat komen. Jij hebt ook wel honger, toch? Zo.
1165;6024;happiness;Ja. En nogmaals: ik waardeer het enorm, he. Ik ben heel blij als ik kan helpen.
1167;6242;happiness;Een beroemde fotograaf zei ooit: Een foto is pas echt geslaagd... als je er een verhaal in ziet. Nou... Komt niet door mij, hoor, dat komt door Olivier. Hij maakt ze bijzonder. Nee, je hebt echt talent.
1168;3613;happiness;Ik heb net een hele partij ballonnen met helium gevuld.
1169;610;sadness;Zoals met Teddy? Ik snap het. Het is ook vreselijk voor Rikki. Vooral omdat ze niet weten wat er met Teddy aan de hand is.
1170;4774;neutrality;Veel succes, Bill Norris.
1171;2827;happiness;schat. Wat fijn. Hij ziet gelukkig ook in...
1173;3459;happiness;Je hebt het gered. Nee, wij hebben het gered. 500.000 views. Ik ga de champagne halen.
1175;6218;happiness;Dan keek hij me aan.
1177;5410;sadness;dat gebleken is dat mij geen enkele blaam treft...
1178;2994;fear;Ik deed 't niet expres.
1179;3187;anger;Nou, ja... Kop dicht!
1180;373;sadness;Met iemand trouwen die snel dood gaat.
1181;8094;happiness;Meteen? Vol passie.
1182;6965;neutrality;Sam, volgens mij zijn er drie slaapkamers.
1183;2830;disgust;En dat je me dat persoonlijk komt melden. Nu Bing en ik weer bij elkaar zijn... wil ik geen contact meer met jou.
1184;442;sadness;Maar ik heb zoiets al 's meegemaakt en... Ik weet hoe heftig dat kan zijn van dichtbij. Ik had een tante... Jeanne, ze was meer als 'n moeder voor me. broer en ik waren al vroeg wees.
1185;5360;happiness;Luister, krijg ik dit. Hier: Lucas, blijf voor altijd mijn lieve nichtenneefje. Kus, Maxime. '
1186;4456;sadness;Was ik maar niet meegegaan naar 't ziekenhuis. Of had ik hem maar nooit ontmoet.
1187;1642;happiness;Fijn voor je, dat je de hele familie weer bij elkaar hebt.
1188;5539;anger;Ik heb zin om iemand te wurgen.
1189;7128;happiness;Die zonsondergang was natuurlijk ook helemaal fout. Kom, we gaan een spelletje doen.
1190;4392;sadness;De enige die ik te zien krijg, ben jij.
1191;3445;anger;Ik snap wel dat hoe bekender ik word, ik meer moet laten zien. Maar je had het me niet op mogen dringen.
1192;5585;surprise;Je wil me partner maken.
1193;1638;neutrality;Ik zal een en ander op papier zetten, kunt u er over nadenken.
1194;3092;disgust;Wauw, hartstikke onscherp. Veel te dichtbij.
1195;3339;neutrality;Het hoort er toch een beetje bij.
1196;5526;disgust;Nogal kinderachtig, als iemand je zo'n aanbod doet.
1197;778;disgust;Nee? Nee, die is dat niet gewend. Die laat al het zware werk aan andere mensen over. Onder ons gezegd is ze ook wel een verwend krengetje.
1198;2041;happiness;dat bekertje moet je optillen en 't shotje opdrinken.
1199;2081;fear;Als je toch meegaat… mag zij het niet weten.
1200;795;anger;Ja mam, ik doe 't morgen. Dat zeg jij steeds, maar je doet het maar niet.
1201;625;surprise;Ik begrijp dat jij en Sam verliefd zijn. Dat is heel mooi. Maar dat je haar ten huwelijk hebt gevraagd...
1202;2625;anger;Maar... Wat dacht je nou? Dat ik dit samen met jou wou doen?
1206;385;neutrality;Ik ga even kijken of ik nog wat kan schuiven in de bezetting. Dank je.
1207;4379;surprise;Ik wil resultaten. Er heeft zich iemand gemeld... Wat doe je hier?
1208;349;anger;Ze weet hoe belangrijk je voor me bent.
1209;6529;anger;Ik heb je toch al uitgelegd: ik heb dat stuk niet geschreven. Er is een totaal ander stuk gepubliceerd. De naam van de uitgeverij is in het geding. We stoppen met Magazine en met jou.
1210;4734;happiness;Dat weet je. En ik van jou. En je bent nog lang niet van me af, Bing Mauricius.
1211;4874;happiness;Topper.
1212;5929;sadness;Uiteraard. En wie zijn die maten van je? Je kent ze toch niet. Wat maakt 't uit? Wat? Ik zie dat 't niet goed met je gaat.
1213;4320;neutrality;Dat is geen verwijt, alleen aan mezelf.
1215;7453;fear;Hee, wat is er allemaal aan de hand? Met mij. Sam komt naar je toe, ze is woedend. Ze heeft een foto waarop we zoenen. Zeg dat jij begon en ik je wegduwde.
1216;7990;anger;Ik heb gewoon even geen zin om te praten. En waarom niet? Felix blijft me achtervolgen.
1217;6345;fear;Dat is veel te 'obvious'.Dat zou ik denken. Maar jij bent Noud niet. Vraag of hij je lesgeeft in de sportschool boven. En dan met 'n knalrode kop naast hem staan? Zo krijg ik hem echt niet. Daar heb je hem.
1219;6169;happiness;Kijk eens, jongens.
1220;7535;anger;We maken het goed, je neemt m'n geld aan, maar praten ho maar? Dat geld heb je toch terug?
1221;1927;neutrality;We gaan onszelf eerst opsluiten voor de komende twee dagen. Verloren tijd inhalen. Trek je vooral niks aan van mij.
1222;4763;fear;Ik hoop dat ik niks verpest heb. Integendeel. Dit is een verstandige man... en die weet dat dit 'n goede investering is.
1223;7907;happiness;Van mij. En de koffie komt eraan.
1224;6382;surprise;Wat doe jij hier?
1227;4784;neutrality;Pagina drie, heb ik afgesproken.
1228;1845;neutrality;Dit is samen bedacht, dit is 'n toneelstuk.
1232;1297;happiness;Nou, bel hem op en vraag of hij hierheen komt.
1234;1049;sadness;Nina? Ik hoor je telefoon. Nina, als je er bent, wil je dan alsjeblieft even opendoen?
1235;4447;anger;Het kan toch zijn dat die man 't gewoon gedaan heeft?
1236;6170;neutrality;We hadden toch de pers moeten uitnodigen. Het spectrum is er en er komt 'n interview met 'n foodrecensent.
1237;4628;sadness;Voor ons. Nina. Dat bedrijf... dat is gewoon zijn leven.
1238;1128;anger;Zij wilde dat iedereen mij en die vlog leuk vindt. Dat gebeurt nu, dus ze moet gewoon niet zo moeilijk doen.
1239;6192;disgust;Tuurlijk. Staat ze hem nou gewoon te versieren?
1240;191;anger;Maar ik ben er nooit op ingegaan. Wat wilde ze van je?
1241;5001;happiness;Job wil geen visagie, maar ik heb 'n offerte aangevraagd... voor twee lichtbakken en we kunnen 'n greenscreen overnemen. Chill. Wat kost dat? Inclusief licht, edit- programma en dimmers 800 euro, cash te betalen.
1242;8125;neutrality;ja.
1243;878;neutrality;Zeg het 's.
1244;8432;disgust;Vrouwen hebben behoefte aan chocola en ijs wanneer ze verdrietig zijn. Mannen aan iets anders.
1245;1898;happiness;Niets of niemand kan nog tussen ons in komen.
1246;3543;anger;Al gaan we niet op huwelijksreis, het blijven onze wittebroodsweken. Had me dan even gebeld. Dat heb ik gedaan, je nam niet op.
1247;7707;sadness;Ze zou trots op je zijn. Hee.
1248;4418;sadness;De koers van de aandelen is met dertig procent gedaald.
1251;6837;surprise;En doe je dat dan... Is dat dan... een speciale... Weet je, ik wil er alles over weten. Alles?
1253;3718;happiness;Ik ben zo ontzettend blij dat je belde. En ik begrijp je reactie.
1254;251;happiness;Wil je dan niet dat alles perfect is? Kijk, hoe eerder we getrouwd zijn... des te langer ga ik door 't leven als mevrouw Bouwhuis. Dat leven is te kort om een bruiloft uit te stellen voor perfectie.
1255;3654;happiness;Tot slot: Kom vaak en koop veel.
1256;1382;happiness;Ik heb bloedgroep net als Teddy. Ja. Maar mocht je geen match zijn, dan ben ik er ook nog.
1259;4921;surprise;Je wilt niet de volledige voogdij over Teddy?
1260;6277;sadness;Ik zou dit niet in het interview zetten. Dat doe ik ook niet. Ik sla het op... en ik vergeet het nooit meer. Sorry.
1261;4305;neutrality;Je hebt me gebeld omdat je twijfelt.
1262;4453;fear;Ik wil 'n artikel schrijven over imagoschade. Een beschouwend artikel. Alsjeblieft, ik wil geen extra publiciteit. Dat keert zich tegen me.
1263;2598;sadness;Natuurlijk ben je dat niet. En je nu ook wel even onredelijk zijn. Je bent mijn vrouw, ik hou toch wel van je. Sorry, ik ben ook een vreselijk mens.
1264;1894;anger;Dat heb ik al duizend keer gehoord. Laat me dan ook uitpraten.
1266;4934;anger;Ze heeft een vader en een moeder nodig. Die haar steunen, die samen met haar vechten.
1267;7337;anger;Hoe vaak hebben we dat al tegen elkaar gezegd? Weet ik. Maar ik meen het wel. Laat maar.
1268;6924;anger;Geen feestje. Ik moest die vrouwen toch... Wat ben je voor iemand?
1269;1322;fear;Alles was toch ok? Omdat hij gehoord heeft dat hij niet de vader is.
1273;1935;fear;Ik weet 't even niet, ok? We moeten echt naar de politie nu.
1274;1043;sadness;Ik ga wel effe alleen. Teddy heeft een nieuwe lever nodig.
1275;7060;happiness;Hij gaat door 't stof, wedden? Om hoeveel wedden we? Een pondje bonbons? ok.
1276;847;neutrality;Ik snap dat jullie me er liever niet hebben, maar m'n dochter trouwt ook.
1278;7610;fear;Toen kwam die lening, uit het niets.
1280;6731;happiness;Hoi. Hee. Waar was je? Jij hoeft niet altijd alles te weten. Nog niet in elk geval.
1282;2903;sadness;Maar Nina, lieverd...
1283;7018;anger;Maar als ik er op reken dat je hier bent, dan hoor je hier ook te zijn. Waar wacht je nog op? Aan het werk. Het je ruzie met Job of zo? Gaat je geen flikker aan.
1284;593;sadness;Ik had je eerder moeten bellen. Maar ik had 't druk met die vlog, ik was blij dat ik afleiding had... na Sacha. Het is 'n slap excuus. Hee.
1285;1660;happiness;Jawel, want je mag me nog niet zien in bruidsjurk. Dat is traditie.
1286;1980;happiness;Ik ook, he. Alleen ik slaap gewoon naast m'n meisje vanavond.
1287;7651;happiness;Op jou en Rikki. Proost. Proost. Ik hoop dat jullie...
1288;5930;anger;Dat is niet gek. Je bent Aysen kwijt, die abortus, Teddy natuurlijk... Fijn dat je me daaraan herinnert. Ik was 't net vergeten... maar ik voel me nu 'n stuk beter(!) Moeten we vaker doen. Hou op. Waarmee precies?
1289;1251;surprise;Heb je het niet verteld? Jawel. Maar wat doet hij daar dan?
1290;845;fear;Ik word toch wel uitgenodigd?
1292;1129;anger;Je begint wel een beetje op een oude, kreupele brombeer te lijken. Hoelang duurt het voor die keuken klaar is? Ik weet niet, hoezo? Omdat ik gek word van die herrie, thuis. Sjonge jongen.
1293;6875;sadness;Ik heb 't stom aangepakt en ik weet nou niet wat ik moet doen. Geef het gewoon wat tijd. Als 't zo moet zijn dan gebeurt 't echt wel.
1295;5808;sadness;vader heeft je iets te zeggen.
1296;1921;happiness;Drink je thee nou maar, daar knap je van op. Zullen we straks lekker gaan chillen met 'n foute film?
1299;419;anger;Als ik merk dat je mijn vader op een of andere manier pijn doet... krijg je met mij te maken. Begrepen?
1300;405;neutrality;Hee schat. Hee.
1306;6932;anger;Anders bekijk je 't maar.
1307;3634;happiness;De onthulling van de naam van onze prachtige store. En we zijn er echt ontzettend trots op. En ons kindje heet:
1308;228;surprise;Wat is er?
1309;7101;happiness;Voor jullie huwelijksreis. Maak er wat moois van. Dank je wel, pap.
1310;4205;happiness;Hallo. Hoi. Mogen we met je op de foto? Ja, natuurlijk. ok. Ja, leuk. Mooi.
1311;143;anger;Ik ga hem alles vertellen. Absoluut niet. Als je hem dat vertelt heb je er echt een vijand bij.
1314;3120;happiness;En dan als klap op de vuurpijl... komt hier een echt mega- knettergekke Eagle Meagle. Die heb ik gescout online en die speelt fantastisch.
1315;2007;neutrality;Ja.
1316;448;happiness;Dus daarom dacht ik: Ik bel jou. Meen je dat? Te gek, daar zullen ze heel blij mee zijn. Dank je wel.
1317;7025;surprise;Dat kunnen wij ook doen. Wat, in onze broek plassen? Nee, een wedstrijdje doen.
1319;7905;neutrality;Maar dat heeft ook te maken met wat er gebeurd is de afgelopen jaren.
1320;556;anger;Misschien is hij gewoon bang dat 't te zwaar voor hem wordt. Bruiloft, 'n feest... Waar bemoei jij je mee?
1321;4835;sadness;Nee, dat is van Aysen. Ze is op reis, maar we weten niet eens of ze wel terugkomt.
1322;2270;anger;Ik wil m'n dochter zien. Nee, dat... Opzij, mens.
1323;2791;neutrality;We doen het rustig aan.
1324;5084;surprise;Dat is toch bizar?
1325;8430;neutrality;Safe travels, he. Niet vergeten. Vandaag ga ik troostvoer maken. En dat doe ik met alles dat ik in huis kan vinden.
1327;7058;anger;Over hoe hij sorry kan zeggen. Misschien moet je 't hem vertellen. Het is een man, he. Daarom wacht ik juist, die hersenen werken niet zo snel. Maak jij het meestal goed, of hij? Eh, dat wisselt. Maar nu weet hij dat hij hartstikke fout zit.
1329;7229;surprise;Wie vind je leuk, dan? Kennen we haar?
1331;7560;happiness;Hij is echt heel leuk. Ja, hij is superleuk.
1332;6202;sadness;Sorry. Sorry, ja... Alles krijgt nu 'n andere lading.
1333;4400;anger;Geef Kasper nog wat tijd. Ik heb Kasper genoeg tijd gegeven. Alleen idioten blijven ontkennen. Je hebt hiv en je hebt mij ermee besmet.
1334;6883;happiness;Nou, dat was op 't nippertje. Ja, leuk. Als chef moet je ten allen tijde netjes blijven.
1335;1590;anger;Ik heb werkelijk helemaal niets aan jou. Het is de bedoeling dat ik iets aan jou heb, Ludo.
1337;1520;anger;Laura, even voor de goede orde: Dit bedrag maak ik vandaag nog over. Het is helemaal goed... Ik zei vandaag.
1338;4970;surprise;Nou zeg, ben je er nou alweer? Ik heb net 'n heel lang gesprek gehad met Maxime.
1339;6802;surprise;Doe jij dat ook? Voor als ik er niet ben. Ik zat te denken... Teddy heeft nog geen eigen identiteitsbewijs. Nee. Stel dat er een complicatie is, is het dan niet handig?
1340;7538;anger;Ik ben blij dat ik m'n rust weer heb. En kom jij maar terug als je normaal kan doen.
1342;5045;neutrality;Een zieke moeder in 't buitenland en daarna niks meer gehoord.
1343;5910;neutrality;en als jij de zaken financieel weer op orde hebt dan koop je ze terug. Tegen een rente van 2,2... Sorry dat ik jullie stoor.
1344;6631;disgust;Wat wil je zeggen? Dat je moet ophouden zo heilig te doen.
1345;5565;happiness;Voor zover dat kan, natuurlijk. Ik pak even wat te drinken. Het is ok. Ik ben je vooral dankbaar. Omdat je zo'n geweldige moeder bent.
1346;1376;sadness;Je hoeft je niet schuldig te voelen.
1347;6019;surprise;Een kort gesprek, he? Hij leek niet in de stemming om zaken te doen.
1348;7786;happiness;Liefje, goed dat je belt. Is Teddy bij jou?
1349;7150;anger;ok. Goed? Ja. Hou Bram voortaan alsjeblieft zo ver mogelijk bij mij uit de buurt.
1350;2642;disgust;Ik vertrouwde jou. En jij hebt keihard tegen mij gelogen al die tijd. Al die tijd, dat je dat kon.
1352;1221;sadness;Alles wat ik zeg klinkt als een slap excuus en dat is ook zo, maar... het enige wat ik wilde is dat jou geen pijn gedaan zou worden.
1354;4586;anger;Je familie kun je uitsluiten.
1355;199;sadness;ok, de waarheid is... je gaat het niet leuk vinden. ok dan.
1356;5538;happiness;Maar is dat erg? Ik ben toch je vrouw? Wil je mij niet gelukkig zien? Zakelijk gezien is dit voor jou fantastisch. Je bent gek als je dit niet doet.
1357;6181;happiness;Dat lijkt me best eng. Ja. Nee, is hartstikke goed voor de zaak. Nou hop, promoten jij. Ze vragen om je.
1358;2681;fear;Ik ga dat overleggen, hij is erg verzwakt. Mag ik naar 'm toe?
1359;1626;anger;Wat doe je? Ja, wat denk je?
1360;5863;happiness;Ik heb meegedaan aan 'n straatrace en ik heb 2000 euro gewonnen.
1361;3271;disgust;nee... Uh... Het is m'n ex, Bill, hij blijft maar achter me aan lopen.
1362;5787;happiness;Ja, dat is goed. Wanneer? Ja, ik zal er zijn.
1363;7709;disgust;Nou, ik ga Teddy even halen, ja? ok.
1364;2749;surprise;Eh... Ik heb gespard met Timo.
1365;1011;happiness;Hee, wil je die schakelaar nog ophalen? heel graag.
1366;1839;happiness;Ik ben trots op je. Echt.
1367;2233;surprise;Jullie zijn er nog. Ik ben op tijd gelukkig.
1368;6111;happiness;Dat regelen we.
1369;139;fear;Het is haar om Ludo te doen. De hele familie loopt net zoveel gevaar als jij.
1370;7901;disgust;Niets, ik ben gewoon benieuwd. Dit is heel erg doorzichtig. Zeg nou maar waar je Maxime van verdenkt.
1371;3386;anger;Maar wat is nou het belangrijkste? Nina toch zeker?
1372;6824;disgust;Je werd al ongemakkelijk van die zoen. Opeens wist ik het zeker.
1373;804;sadness;Heel stom natuurlijk...
1374;7253;neutrality;Iemand nog wat drinken? Ik moet er eigenlijk weer vandoor. Het gaat wel goed tussen jullie, he? Doeg.
1375;3103;fear;Nina denkt dat ze jou 'n plezier doet, maar we weten allebei... dat ze zich daar niet goed bij voelt.
1377;1786;sadness;Sorry, ik ben een beetje laat. Excuus.
1378;377;happiness;Lieve, gekke, totaal gestoorde Sam. Ja, ik wil. Ik wil! Yes!
1379;6544;anger;Bill. Ik verdien op z'n minst een verklaring.
1382;1755;sadness;Mogen we een dubbele espresso en een verse jus? Komt eraan. Misschien zie ik 'r nooit meer.
1383;1677;happiness;We hebben een jurk.
1384;6109;happiness;Job verzorgt het eten en ik verzorg de muziek. Komt allemaal samen. wauw. Het is echt een thema. Een thema. Het is 'n thema, en ik ben eigenlijk wel benieuwd... als je dat leuk vindt zou ik 't daar achteraf met je over willen hebben.
1385;3015;disgust;Hier gaat u geen spijt van krijgen, meneer Van Henegouwen.
1386;612;disgust;Als dat kindje er al komt.
1388;2648;sadness;Ays, het spijt me.
1389;3403;anger;Jij wist dat ik hier was. Hoe had ik dat dan moeten weten? Je achtervolgt me toch?
1390;1639;happiness;Dat is prima. zal er absoluut geen spijt van krijgen. Tot ziens.
1391;6670;anger;Nee. Er is niks aan de hand. We zitten allebei in een creatief proces.
1392;631;fear;Dan wordt ze misschien alleen nog maar bozer.
1393;8222;sadness;Toen jij met die foto bij me kwam... Die foto heb ik verscheurd. Vervelend dat je dit nu zo moet horen.
1394;8342;anger;Waar is je vader eigenlijk naartoe? Geen idee. Stel dat ik nu terminaal word, dan weet ik niet eens... Sorry, dat was... Sorry. Je bedoelt dat je niet weet hoe je 'm moet bereiken. Ja. En je moeder? Die is dood. Het is altijd m'n vader en ik geweest. We waren echt zo. Waarom is hij weggegaan? Een vrouw. Dan komt hij wel terug. Wat weet jij daar nou van? Dat denk ik. Als jullie zo waren... Misschien is het dat je vader vervelend is, maar... wees blij dat hij er nog is.
1395;4206;happiness;Dit is trouwens m'n verloofde, Sjoerd. Hallo. Hoi. Hee. Iris. Nou, we gaan daar zitten. Kom erbij, zou ik zeggen.
1398;1036;anger;Wat ik zie, is dat je onze volgers beledigt. Wat als ze dit filmt en op Kwebbelkous zet en het gaat viral?
1400;85;anger;Tegen mijn bedrijfsbelang. Dank je wel, maar deze dingen kun je niet met elkaar vergelijken.
1401;1060;surprise;Ik zat in Utrecht. Utrecht?
1402;7065;anger;Dat was een grapje. Het was helemaal geen grapje.
